93,2020,036084,,,1,65-621000,            Ambulatory Health Care Services,"51,500","51,400","52,100","52,500","52,600","52,400","52,700","52,500","51,900","52,200","52,200","52,600","52,000","52,300","52,500","52,800","52,900","52,700","53,000","53,200","53,300","53,600","53,800","54,300","54,300","54,900","55,500","55,800","56,100","56,500","56,600","57,000","56,800","57,400","57,600","58,300","57,000","57,300","57,800","57,900","57,900","57,900","58,100","58,400","58,000","58,300","58,700","58,800","58,100","58,400","58,800","58,700","58,800","58,900","58,800","59,400","59,400","59,800","60,100","60,500","59,500","59,900","60,500","60,400","60,900","60,900","61,300","61,500","61,500","62,500","62,500","63,300","62,000","62,200","62,700","62,900","63,000","62,700","63,800","63,900","64,300","64,500","64,600","65,100","64,300","64,900","65,900","65,500","65,700","65,900","65,900","65,900","66,000","66,400","66,700","67,100","66,300","66,700","67,100","67,000","66,900","67,200","67,000","67,400","67,400","68,000","68,400","68,700","67,700","68,300","68,900","68,500","68,400","68,400","68,400","68,800","68,700","69,300","70,000","70,200","69,900","70,300","69,800","57,900","60,400","64,900","65,800","66,600","66,800","67,800","69,500","69,800","68,700","70,600","70,600","70,000","69,100","68,900","69,700","69,700","70,600","71,000","72,300"
94,2020,036084,,,1,65-622000,            Hospitals,"28,200","28,000","28,100","27,700","27,500","27,200","26,900","26,800","26,900","27,200","27,000","27,000","26,700","26,700","26,600","26,500","26,400","26,400","26,400","26,300","26,300","26,200","26,100","26,100","26,100","25,900","26,100","25,900","25,900","26,000","26,200","26,300","26,300","25,900","25,800","25,900","26,000","26,100","26,200","26,300","26,300","26,200","26,200","26,300","26,200","26,200","26,000","26,000","25,900","25,600","25,600","25,400","25,300","25,300","25,300","25,300","25,100","25,200","25,100","25,300","25,100","25,100","25,100","25,200","25,100","25,100","25,100","25,000","25,000","25,100","25,000","25,200","24,700","24,700","24,800","25,200","25,200","25,200","25,600","25,600","25,800","25,800","25,900","26,000","25,900","26,000","26,400","26,000","26,100","26,300","26,100","26,000","26,000","26,000","25,900","26,000","25,700","25,500","25,700","25,500","25,400","25,600","25,300","25,500","25,300","25,200","25,400","25,400","25,300","25,300","25,500","25,100","25,300","25,300","25,100","25,000","25,000","24,600","24,800","24,700","24,500","24,500","24,700","24,000","24,000","24,200","23,900","23,800","23,800","23,900","24,000","24,200","23,300","23,500","24,200","23,300","23,300","23,400","22,800","22,600","22,500","22,600","23,000"
95,2020,036084,,,1,65-623000,            Nursing & Residential Care Facilities,"19,200","19,500","19,400","19,400","19,500","19,400","19,400","19,400","19,300","19,400","19,400","19,400","19,200","19,200","19,400","19,400","19,400","19,500","19,500","19,600","19,600","19,600","19,600","19,500","19,500","19,600","19,600","19,900","19,700","19,700","19,900","19,700","19,700","19,800","19,700","19,600","19,600","19,700","19,600","19,600","19,700","19,700","20,000","20,100","20,000","20,000","20,100","20,100","20,100","20,200","20,300","20,400","20,400","20,300","20,400","20,600","20,500","20,600","20,800","20,900","21,100","21,100","20,800","21,200","21,300","21,600","21,500","21,700","21,600","21,700","21,800","21,800","22,000","22,200","22,200","22,200","22,200","22,300","22,300","22,200","22,300","22,400","22,500","22,500","22,400","22,400","22,400","22,400","22,200","22,300","22,300","22,400","22,200","22,300","22,300","22,400","22,300","22,300","22,400","22,200","22,100","22,300","22,200","22,200","22,200","22,300","22,400","22,400","22,400","22,400","22,600","22,300","22,400","22,200","22,400","22,500","22,400","22,600","22,600","22,500","22,600","22,700","22,600","21,500","21,300","21,000","20,900","20,800","20,700","20,700","21,100","20,500","20,100","21,000","20,900","20,900","20,800","20,700","20,300","20,900","20,500","20,200","20,200"
96,2020,036084,,,1,65-624000,            Social Assistance,"39,500","39,500","39,500","39,200","39,400","39,300","39,500","39,200","39,900","40,100","40,000","39,900","39,800","39,600","39,400","39,400","39,500","39,200","38,100","38,200","38,900","39,200","39,500","39,800","40,300","40,800","41,100","40,800","41,100","41,200","40,300","40,700","41,200","41,300","41,600","41,500","42,500","43,000","43,200","43,800","44,300","44,500","43,100","43,600","44,000","44,700","45,100","45,300","44,600","44,900","45,000","45,200","45,500","45,500","45,000","45,200","45,200","46,200","46,900","46,500","47,000","47,300","47,600","47,900","48,300","48,300","48,400","48,700","49,200","50,000","50,500","50,500","50,500","50,700","51,000","51,600","51,700","51,400","50,600","50,800","51,400","53,200","53,200","53,500","53,200","53,400","53,600","53,400","53,800","53,800","53,100","53,500","54,200","55,000","55,300","55,400","55,200","55,500","55,700","55,500","55,700","55,700","54,900","55,700","55,700","56,400","56,600","56,500","56,800","57,100","57,300","57,500","57,800","57,600","57,500","58,200","58,400","58,400","59,300","59,300","59,500","59,800","59,800","55,200","55,400","55,800","55,200","55,900","55,900","56,100","56,900","58,300","57,400","57,600","58,700","58,700","59,000","58,600","59,800","61,000","60,100","61,000","61,600"
97,2020,036084,710000-720000,,1,70-000000,      Leisure & Hospitality,"81,800","81,900","82,400","84,900","86,000","87,600","88,000","88,500","87,500","87,000","86,900","86,800","84,100","85,000","86,200","87,400","88,500","90,100","90,300","90,500","89,900","89,300","88,600","88,800","87,200","87,600","88,900","91,400","92,900","94,300","93,500","94,700","93,400","93,100","92,100","92,900","91,300","92,600","93,900","96,000","98,500","99,200","99,400","100,100","99,100","99,000","98,700","99,000","96,600","98,300","99,600","101,100","102,900","104,400","104,400","104,900","103,500","102,800","103,100","103,100","100,600","101,600","103,600","105,700","107,700","108,800","108,900","109,800","108,400","108,100","108,100","108,200","106,300","107,800","108,600","111,300","113,200","113,800","114,200","114,100","112,900","113,000","112,400","112,300","109,400","111,100","112,800","114,400","116,500","118,300","117,900","117,300","115,500","115,800","114,600","114,700","111,600","113,500","115,200","116,600","118,400","120,000","121,100","121,300","119,400","118,400","118,400","118,300","115,500","117,600","118,800","119,600","121,700","123,300","124,000","123,800","122,300","121,500","121,500","121,900","117,700","119,500","115,400","60,200","67,800","74,000","74,900","74,900","76,300","77,200","76,800","74,100","69,800","73,500","75,000","77,600","83,200","87,300","89,200","89,000","89,200","89,200","88,900"
98,2020,036084,,,1,70-710000,"        Arts, Entertainment & Recreation","13,300","13,200","13,300","14,500","14,600","15,900","15,900","15,700","15,100","14,200","13,900","14,000","13,500","13,500","13,800","14,400","14,600","15,800","15,800","16,000","15,000","14,600","14,200","14,200","14,200","14,200","14,500","15,000","15,400","16,400","15,800","16,000","15,000","14,700","14,200","14,100","13,800","13,900","14,100","15,200","16,000","16,600","16,900","16,500","15,800","15,100","14,700","14,700","14,200","14,400","14,700","15,600","16,500","17,000","17,300","17,200","16,100","15,500","15,200","15,100","14,400","14,300","14,900","15,800","16,600","17,300","17,400","17,200","16,500","15,900","15,600","15,700","15,000","15,200","15,400","16,300","17,200","17,800","17,900","17,700","16,900","16,600","16,400","16,300","15,700","15,800","16,100","17,000","17,800","18,800","18,900","18,400","17,400","17,100","16,900","16,900","16,300","16,500","16,700","17,500","18,400","19,600","19,800","19,300","18,400","18,000","17,900","18,000","17,900","18,100","18,400","18,800","19,900","20,800","21,500","21,100","20,700","20,300","19,900","20,400","18,800","19,100","18,600","8,500","9,200","10,400","9,800","8,900","8,800","8,800","8,800","8,300","7,700","8,700","8,800","10,200","10,900","12,000","12,600","12,100","11,900","11,800","11,500"
99,2020,036084,,,1,70-720000,        Accommodation & Food Services,"68,500","68,700","69,100","70,400","71,400","71,700","72,100","72,800","72,400","72,800","73,000","72,800","70,600","71,500","72,400","73,000","73,900","74,300","74,500","74,500","74,900","74,700","74,400","74,600","73,000","73,400","74,400","76,400","77,500","77,900","77,700","78,700","78,400","78,400","77,900","78,800","77,500","78,700","79,800","80,800","82,500","82,600","82,500","83,600","83,300","83,900","84,000","84,300","82,400","83,900","84,900","85,500","86,400","87,400","87,100","87,700","87,400","87,300","87,900","88,000","86,200","87,300","88,700","89,900","91,100","91,500","91,500","92,600","91,900","92,200","92,500","92,500","91,300","92,600","93,200","95,000","96,000","96,000","96,300","96,400","96,000","96,400","96,000","96,000","93,700","95,300","96,700","97,400","98,700","99,500","99,000","98,900","98,100","98,700","97,700","97,800","95,300","97,000","98,500","99,100","100,000","100,400","101,300","102,000","101,000","100,400","100,500","100,300","97,600","99,500","100,400","100,800","101,800","102,500","102,500","102,700","101,600","101,200","101,600","101,500","98,900","100,400","96,800","51,700","58,600","63,600","65,100","66,000","67,500","68,400","68,000","65,800","62,100","64,800","66,200","67,400","72,300","75,300","76,600","76,900","77,300","77,400","77,400"
100,2020,036084,,,1,70-721000,          Accommodation,"6,400","6,400","6,400","6,400","6,500","6,600","6,800","6,800","6,600","6,700","6,700","6,600","6,400","6,500","6,600","6,600","6,700","6,800","6,800","6,900","6,800","6,800","6,800","6,800","6,700","6,600","6,600","6,700","6,700","6,900","7,000","7,100","6,900","6,900","6,900","6,800","6,600","6,700","6,600","6,700","6,800","7,000","7,000","7,000","6,900","7,000","7,000","6,900","6,700","6,800","6,800","6,900","7,000","7,200","7,200","7,100","7,000","7,100","7,100","7,000","7,000","7,100","7,200","7,500","7,400","7,500","7,600","7,700","7,500","7,600","7,500","7,600","7,400","7,500","7,600","7,600","7,700","7,800","8,000","8,100","8,000","7,800","7,800","7,900","7,700","7,800","7,800","7,900","8,000","8,200","8,200","8,100","7,900","7,900","7,900","7,800","7,700","7,700","8,200","8,200","8,300","8,600","8,800","8,800","8,600","8,700","8,700","8,700","8,300","8,400","8,400","8,400","8,500","8,800","9,100","9,000","8,900","8,800","8,900","8,900","8,700","8,700","8,600","4,700","4,600","4,900","4,700","4,900","4,900","4,900","4,900","4,800","4,500","4,900","5,000","5,300","5,700","6,100","6,300","6,400","6,300","6,200","6,200"
101,2020,036084,,,1,70-722000,          Food Services & Drinking Places,"62,100","62,300","62,700","64,000","64,900","65,100","65,300","66,000","65,800","66,100","66,300","66,200","64,200","65,000","65,800","66,400","67,200","67,500","67,700","67,600","68,100","67,900","67,600","67,800","66,300","66,800","67,800","69,700","70,800","71,000","70,700","71,600","71,500","71,500","71,000","72,000","70,900","72,000","73,200","74,100","75,700","75,600","75,500","76,600","76,400","76,900","77,000","77,400","75,700","77,100","78,100","78,600","79,400","80,200","79,900","80,600","80,400","80,200","80,800","81,000","79,200","80,200","81,500","82,400","83,700","84,000","83,900","84,900","84,400","84,600","85,000","84,900","83,900","85,100","85,600","87,400","88,300","88,200","88,300","88,300","88,000","88,600","88,200","88,100","86,000","87,500","88,900","89,500","90,700","91,300","90,800","90,800","90,200","90,800","89,800","90,000","87,600","89,300","90,300","90,900","91,700","91,800","92,500","93,200","92,400","91,700","91,800","91,600","89,300","91,100","92,000","92,400","93,300","93,700","93,400","93,700","92,700","92,400","92,700","92,600","90,200","91,700","88,200","47,000","54,000","58,700","60,400","61,100","62,600","63,500","63,100","61,000","57,600","59,900","61,200","62,100","66,600","69,200","70,300","70,500","71,000","71,200","71,200"
102,2020,036084,811000-813000,,1,80-000000,      Other Services,"33,700","33,800","34,400","34,800","35,200","35,800","35,900","35,500","35,100","35,600","35,000","35,000","34,600","34,800","34,900","36,000","35,700","36,100","36,400","36,100","36,200","36,200","35,900","35,700","35,000","35,500","35,900","36,300","36,800","37,400","36,900","36,800","36,600","36,600","36,300","36,300","35,600","36,400","36,600","37,000","36,900","37,400","37,500","37,600","37,400","37,300","36,900","36,800","36,600","37,000","37,200","38,100","37,900","38,200","37,900","37,800","37,500","37,500","37,200","37,200","36,900","37,200","37,500","38,000","38,400","38,600","38,800","38,500","38,400","38,600","38,400","38,400","38,200","38,500","38,500","39,100","39,200","39,800","40,000","39,900","39,000","39,100","39,000","39,000","38,900","39,300","39,500","40,400","40,500","41,000","41,100","41,100","40,400","40,400","40,300","39,900","39,700","40,200","40,600","41,000","41,300","41,600","41,800","41,400","40,600","41,500","41,000","40,700","40,500","40,600","40,700","41,000","41,400","41,900","42,300","41,800","41,100","41,100","40,900","40,700","40,900","41,300","40,500","27,700","29,000","30,200","30,100","29,800","30,800","33,100","31,000","30,800","30,500","30,700","32,200","32,500","32,800","33,500","35,100","35,100","34,100","34,200","34,300"
103,2020,036084,,,1,80-811000,        Repair & Maintenance,"10,000","10,000","10,100","10,200","10,300","10,300","10,400","10,400","10,400","10,500","10,400","10,300","10,400","10,500","10,500","10,900","10,800","10,900","10,900","10,900","11,000","11,000","10,800","10,800","10,500","10,500","10,700","10,800","10,900","11,000","10,800","10,800","10,800","10,700","10,500","10,400","10,200","10,500","10,600","10,600","10,700","10,700","10,700","10,700","10,800","10,600","10,600","10,500","10,400","10,600","10,600","10,700","10,800","10,800","10,800","11,000","10,900","10,800","10,700","10,600","10,700","10,800","10,800","10,900","11,100","11,100","11,100","11,200","11,200","11,100","11,200","11,100","10,900","11,100","11,000","11,200","11,300","11,400","11,400","11,400","11,300","11,300","11,200","11,200","11,100","11,300","11,400","11,600","11,600","11,700","11,700","11,700","11,700","11,600","11,500","11,400","11,300","11,400","11,400","11,400","11,500","11,600","11,600","11,500","11,500","11,500","11,400","11,300","11,100","11,100","11,200","11,200","11,300","11,400","11,400","11,400","11,300","11,300","11,200","11,100","11,100","11,300","11,200","8,300","9,600","10,000","9,900","10,100","9,900","10,500","9,800","9,700","9,700","9,600","10,100","10,100","10,200","10,300","11,000","11,000","10,800","10,800","10,900"
104,2020,036084,,,1,80-812000,        Personal & Laundry Services,"8,700","8,700","8,800","9,000","9,000","9,100","9,100","9,000","8,900","9,100","8,900","8,900","9,100","9,100","9,200","9,300","9,300","9,300","9,400","9,400","9,400","9,400","9,400","9,400","9,300","9,300","9,500","9,700","9,800","10,000","10,000","10,100","10,100","10,000","10,100","10,000","9,900","9,900","10,000","10,200","10,300","10,400","10,500","10,700","10,700","10,700","10,600","10,600","10,600","10,600","10,700","11,000","11,100","11,000","11,000","11,000","11,000","11,000","10,900","10,900","10,900","10,900","11,000","11,200","11,300","11,300","11,400","11,400","11,400","11,400","11,400","11,400","11,400","11,400","11,400","11,700","11,800","11,800","11,900","11,900","11,700","11,600","11,700","11,800","11,700","11,700","11,800","12,000","12,200","12,200","12,300","12,500","12,400","12,400","12,400","12,300","12,300","12,500","12,700","13,100","13,100","12,900","13,100","13,100","12,900","13,200","13,100","13,000","13,100","12,900","13,000","13,100","13,300","13,200","13,300","13,400","13,200","13,200","13,200","13,200","13,300","13,300","12,800","5,100","5,400","6,100","6,000","5,400","6,800","7,600","7,300","7,200","7,100","7,200","8,000","8,200","8,300","8,400","8,800","8,900","8,700","8,800","8,700"
105,2020,036084,,,1,80-813000,"        Religious, Grants, Civic, Professional & Like Org","15,000","15,100","15,500","15,600","15,900","16,400","16,400","16,100","15,800","16,000","15,700","15,800","15,100","15,200","15,200","15,800","15,600","15,900","16,100","15,800","15,800","15,800","15,700","15,500","15,200","15,700","15,700","15,800","16,100","16,400","16,100","15,900","15,700","15,900","15,700","15,900","15,500","16,000","16,000","16,200","15,900","16,300","16,300","16,200","15,900","16,000","15,700","15,700","15,600","15,800","15,900","16,400","16,000","16,400","16,100","15,800","15,600","15,700","15,600","15,700","15,300","15,500","15,700","15,900","16,000","16,200","16,300","15,900","15,800","16,100","15,800","15,900","15,900","16,000","16,100","16,200","16,100","16,600","16,700","16,600","16,000","16,200","16,100","16,000","16,100","16,300","16,300","16,800","16,700","17,100","17,100","16,900","16,300","16,400","16,400","16,200","16,100","16,300","16,500","16,500","16,700","17,100","17,100","16,800","16,200","16,800","16,500","16,400","16,300","16,600","16,500","16,700","16,800","17,300","17,600","17,000","16,600","16,600","16,500","16,400","16,500","16,700","16,500","14,300","14,000","14,100","14,200","14,300","14,100","15,000","13,900","13,900","13,700","13,900","14,100","14,200","14,300","14,800","15,300","15,200","14,600","14,600","14,700"
106,2020,036084,"910000, 920000, 930000, 940000",,1,90-000000,      Government,"166,600","167,900","169,300","170,400","173,900","171,900","152,500","148,500","163,600","165,400","167,500","166,400","164,300","166,200","168,300","167,400","168,300","167,700","158,700","156,500","158,600","163,400","164,200","162,800","161,000","163,300","164,800","165,000","166,000","165,500","158,500","157,400","159,200","162,600","166,000","164,300","160,900","162,900","165,700","166,200","166,700","163,200","158,900","157,700","161,700","165,600","166,900","163,000","163,800","165,800","166,300","169,000","169,700","169,200","162,100","160,000","163,700","168,300","170,100","169,900","167,100","168,400","170,400","171,800","172,200","171,200","163,600","164,000","167,500","171,200","173,100","171,700","170,800","173,000","174,800","175,800","176,800","174,700","165,200","165,800","172,400","176,600","177,900","177,200","174,000","176,300","177,600","177,200","178,800","176,400","165,600","165,800","172,400","176,600","177,800","177,200","174,100","175,900","177,500","177,900","178,600","177,800","165,000","167,100","172,500","175,700","176,800","177,200","172,700","176,200","176,500","177,300","178,700","177,500","166,900","169,700","173,700","175,900","176,800","176,000","175,400","176,300","176,600","169,000","165,500","161,600","154,700","157,700","160,900","164,800","165,000","163,500","160,800","162,400","163,400","164,300","164,100","162,800","149,000","150,500","155,100","159,800","161,700"
107,2020,036084,910000-912999,,1,90-910000,        Federal Government,"15,600","15,300","15,100","15,900","18,800","17,600","16,400","15,200","14,800","14,700","14,700","14,800","14,800","14,700","14,700","14,700","14,600","14,500","14,700","14,500","14,500","14,400","14,400","14,400","14,300","14,300","14,300","14,300","14,100","14,100","14,200","14,100","14,100","14,200","14,100","14,300","14,100","14,200","13,800","14,000","13,600","13,700","13,600","13,600","13,500","13,500","13,600","13,800","13,700","13,700","13,700","13,700","13,600","13,600","13,800","13,700","13,800","13,800","13,900","14,100","13,800","13,800","13,700","13,900","13,800","13,800","13,800","13,700","13,600","13,700","13,800","14,000","13,800","13,800","13,800","13,800","13,800","13,800","13,800","13,900","13,900","13,900","13,900","14,200","13,900","13,900","13,900","13,800","13,900","13,900","13,800","13,700","13,700","13,800","13,700","14,000","13,700","13,500","13,500","13,600","13,400","13,300","13,400","13,200","13,300","13,300","13,400","13,400","13,300","13,400","13,400","13,400","13,400","13,400","13,400","13,600","13,500","13,400","13,500","13,600","13,500","13,500","13,500","13,700","13,700","13,800","13,800","16,700","15,200","14,700","13,700","13,800","13,700","13,500","13,400","13,600","13,400","13,400","13,400","13,200","13,100","13,200","13,100"
108,2020,036084,,,1,90-919110,          Department of Defense,300,300,300,300,300,300,400,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,400,400,400,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
109,2020,036084,,,1,90-912991,          Federal Government excluding Department of Defense,"15,300","15,000","14,800","15,600","18,500","17,300","16,000","14,900","14,500","14,400","14,400","14,500","14,500","14,400","14,400","14,400","14,300","14,200","14,400","14,200","14,200","14,100","14,100","14,100","14,000","14,000","14,000","14,000","13,800","13,800","13,900","13,800","13,800","13,900","13,800","13,900","13,700","13,800","13,500","13,700","13,300","13,400","13,300","13,300","13,200","13,200","13,300","13,500","13,400","13,400","13,400","13,400","13,300","13,300","13,500","13,400","13,500","13,500","13,600","13,800","13,500","13,500","13,400","13,600","13,500","13,500","13,500","13,400","13,300","13,400","13,500","13,700","13,500","13,500","13,500","13,500","13,500","13,500","13,500","13,600","13,600","13,600","13,600","13,900","13,600","13,600","13,600","13,500","13,600","13,600","13,500","13,400","13,400","13,500","13,400","13,700","13,400","13,200","13,200","13,300","13,100","13,000","13,100","12,900","13,000","13,000","13,100","13,100","13,000","13,000","13,000","13,000","13,000","13,000","13,000","13,200","13,100","13,000","13,100","13,200","13,100","13,100","13,100","13,300","13,300","13,400","13,400","16,300","14,800","14,300","13,300","13,400","13,300","13,100","13,000","13,200","13,000","13,000","13,000","12,800","12,700","12,800","12,700"
110,2020,036084,"920000, 930000",,1,90-940000,        State & Local Government,"151,000","152,600","154,200","154,500","155,100","154,300","136,100","133,300","148,800","150,700","152,800","151,600","149,500","151,500","153,600","152,700","153,700","153,200","144,000","142,000","144,100","149,000","149,800","148,400","146,700","149,000","150,500","150,700","151,900","151,400","144,300","143,300","145,100","148,400","151,900","150,000","146,800","148,700","151,900","152,200","153,100","149,500","145,300","144,100","148,200","152,100","153,300","149,200","150,100","152,100","152,600","155,300","156,100","155,600","148,300","146,300","149,900","154,500","156,200","155,800","153,300","154,600","156,700","157,900","158,400","157,400","149,800","150,300","153,900","157,500","159,300","157,700","157,000","159,200","161,000","162,000","163,000","160,900","151,400","151,900","158,500","162,700","164,000","163,000","160,100","162,400","163,700","163,400","164,900","162,500","151,800","152,100","158,700","162,800","164,100","163,200","160,400","162,400","164,000","164,300","165,200","164,500","151,600","153,900","159,200","162,400","163,400","163,800","159,400","162,800","163,100","163,900","165,300","164,100","153,500","156,100","160,200","162,500","163,300","162,400","161,900","162,800","163,100","155,300","151,800","147,800","140,900","141,000","145,700","150,100","151,300","149,700","147,100","148,900","150,000","150,700","150,700","149,400","135,600","137,300","142,000","146,600","148,600"
111,2020,036084,"921611, 922999",,1,90-920000,          State Government,"36,800","38,300","38,700","38,900","38,700","37,400","37,300","36,600","38,100","38,400","39,000","38,600","37,200","38,400","39,900","39,000","39,200","37,800","37,300","36,600","37,800","38,800","39,100","38,400","37,400","38,500","39,000","39,400","39,300","37,900","37,800","37,000","38,100","38,600","39,800","38,900","37,400","38,400","39,800","39,900","40,100","38,600","37,800","37,300","38,800","39,500","39,700","39,500","37,800","39,600","40,100","40,100","40,300","38,500","38,300","37,500","38,800","39,600","40,200","40,700","39,200","40,200","40,600","40,800","40,800","38,900","38,900","38,800","39,400","40,300","40,900","40,300","39,400","40,500","40,700","40,800","41,000","38,200","38,700","38,200","38,900","39,700","40,200","40,400","38,400","40,000","40,700","40,500","40,500","37,600","38,000","37,300","38,600","39,400","40,200","40,500","38,500","40,100","40,500","40,800","40,600","38,500","37,600","37,400","39,000","39,800","39,900","40,300","37,900","40,100","40,300","40,900","40,700","38,400","38,600","38,100","39,300","39,900","40,600","40,800","40,400","40,100","39,600","39,000","38,000","37,100","36,100","34,900","36,200","37,800","38,400","38,700","36,500","37,500","38,500","38,700","39,000","37,000","34,700","33,600","35,400","37,600","38,900"
112,2020,036084,,,1,90-921611,            State Government Education,"24,400","25,800","26,200","26,300","26,100","24,700","24,600","23,900","25,500","25,900","26,200","25,900","24,500","25,700","27,200","26,300","26,600","25,000","24,700","24,000","25,300","26,000","26,300","25,900","24,700","25,800","26,300","26,800","26,600","25,100","25,000","24,200","25,500","26,000","27,100","26,500","24,900","25,900","27,300","27,400","27,600","26,000","25,300","24,800","26,400","27,200","27,400","27,300","25,700","27,500","28,000","28,000","28,100","26,200","26,000","25,200","26,700","27,600","28,200","28,700","27,300","28,300","28,600","28,900","28,800","26,700","26,700","26,600","27,300","28,300","28,900","28,500","27,600","28,700","28,900","29,000","29,200","26,500","27,000","26,500","27,200","28,200","28,700","28,900","26,900","28,400","29,000","28,900","29,000","26,100","26,400","25,800","27,100","27,800","28,600","29,000","27,000","28,600","29,000","29,300","29,100","27,100","26,200","25,900","27,500","28,300","28,400","28,900","26,400","28,600","28,800","29,000","29,000","26,500","26,500","26,000","27,200","28,100","28,800","29,000","28,300","28,100","27,600","26,900","25,900","25,100","24,100","22,900","24,200","25,500","26,100","26,500","24,400","25,400","26,400","26,600","26,900","24,800","22,600","21,600","23,600","25,800","27,100"
113,2020,036084,,,1,90-922000,            State Government Excluding Education,"12,400","12,500","12,500","12,600","12,600","12,700","12,700","12,700","12,600","12,500","12,800","12,700","12,700","12,700","12,700","12,700","12,600","12,800","12,600","12,600","12,500","12,800","12,800","12,500","12,700","12,700","12,700","12,600","12,700","12,800","12,800","12,800","12,600","12,600","12,700","12,400","12,500","12,500","12,500","12,500","12,500","12,600","12,500","12,500","12,400","12,300","12,300","12,200","12,100","12,100","12,100","12,100","12,200","12,300","12,300","12,300","12,100","12,000","12,000","12,000","11,900","11,900","12,000","11,900","12,000","12,200","12,200","12,200","12,100","12,000","12,000","11,800","11,800","11,800","11,800","11,800","11,800","11,700","11,700","11,700","11,700","11,500","11,500","11,500","11,500","11,600","11,700","11,600","11,500","11,500","11,600","11,500","11,500","11,600","11,600","11,500","11,500","11,500","11,500","11,500","11,500","11,400","11,400","11,500","11,500","11,500","11,500","11,400","11,500","11,500","11,500","11,900","11,700","11,900","12,100","12,100","12,100","11,800","11,800","11,800","12,100","12,000","12,000","12,100","12,100","12,000","12,000","12,000","12,000","12,300","12,300","12,200","12,100","12,100","12,100","12,100","12,100","12,200","12,100","12,000","11,800","11,800","11,800"
114,2020,036084,"931611, 939012, 939022, 932994",,1,90-930000,          Local Government,"114,200","114,300","115,500","115,600","116,400","116,900","98,800","96,700","110,700","112,300","113,800","113,000","112,300","113,100","113,700","113,700","114,500","115,400","106,700","105,400","106,300","110,200","110,700","110,000","109,300","110,500","111,500","111,300","112,600","113,500","106,500","106,300","107,000","109,800","112,100","111,100","109,400","110,300","112,100","112,300","113,000","110,900","107,500","106,800","109,400","112,600","113,600","109,700","112,300","112,500","112,500","115,200","115,800","117,100","110,000","108,800","111,100","114,900","116,000","115,100","114,100","114,400","116,100","117,100","117,600","118,500","110,900","111,500","114,500","117,200","118,400","117,400","117,600","118,700","120,300","121,200","122,000","122,700","112,700","113,700","119,600","123,000","123,800","122,600","121,700","122,400","123,000","122,900","124,400","124,900","113,800","114,800","120,100","123,400","123,900","122,700","121,900","122,300","123,500","123,500","124,600","126,000","114,000","116,500","120,200","122,600","123,500","123,500","121,500","122,700","122,800","123,000","124,600","125,700","114,900","118,000","120,900","122,600","122,700","121,600","121,500","122,700","123,500","116,300","113,800","110,700","104,800","106,100","109,500","112,300","112,900","111,000","110,600","111,400","111,500","112,000","111,700","112,400","100,900","103,700","106,600","109,000","109,700"
115,2020,036084,,,1,90-931611,            Local Government Education,"58,800","58,300","59,400","59,700","60,000","59,400","39,100","38,500","53,800","56,200","57,900","57,400","56,800","57,300","57,900","58,200","58,600","58,500","49,200","48,300","51,000","55,100","55,600","55,200","55,000","55,700","56,500","56,300","57,100","57,000","49,000","49,400","51,300","54,400","56,600","55,900","54,900","55,600","56,900","56,800","57,100","54,000","49,500","49,100","53,000","55,900","57,100","53,400","56,100","56,000","55,800","58,100","58,700","58,700","50,400","49,800","53,600","57,300","58,500","57,800","56,600","56,800","58,400","59,300","59,700","59,500","50,900","51,900","56,200","59,300","60,400","59,600","60,200","60,900","62,500","63,100","63,300","62,200","51,700","53,100","60,100","64,100","65,000","64,000","63,200","63,900","64,800","64,600","65,200","64,200","52,400","53,800","60,300","63,900","64,700","63,700","63,100","63,400","64,200","64,000","64,600","64,200","52,300","55,300","60,100","63,000","64,200","64,100","62,500","63,500","63,400","63,500","64,400","63,400","52,500","55,500","59,900","62,400","62,500","61,300","61,300","62,200","62,500","59,000","57,400","53,600","45,800","48,700","51,900","54,400","54,800","53,900","53,500","54,300","54,600","55,000","54,300","53,500","42,500","45,300","49,100","51,900","52,400"
