OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
406197578,"COMPASSIONATE HOSPICE CARE, INC",550001654,Parent Facility,3512 W Victory Blvd,Burbank,91505,19,Los Angeles,Not Applicable,0,Open,2017-04-21,Home Health Agency/Hospice,Hospice,34.1847,-118.34968
406197579,"INTRA CARE HOSPICE CARE, INC.",550001615,Parent Facility,3251 W 6th St,Los Angeles,90020,19,Los Angeles,Not Applicable,0,Open,2017-08-14,Home Health Agency/Hospice,Hospice,34.06365,-118.29302
406197582,"THE CARING CONNECTION, INC.",550001616,Parent Facility,10727 White Oak Ave,Granada Hills,91344,19,Los Angeles,Not Applicable,0,Open,2011-05-25,Home Health Agency/Hospice,Home Health Agency,34.26561,-118.51979
406197584,"PRECISION HOSPICE AND PALLIATIVE CARE, CORP.",550001604,Parent Facility,210 N Central Ave,Glendale,91203,19,Los Angeles,Not Applicable,0,Open,2013-08-05,Home Health Agency/Hospice,Hospice,34.14847,-118.25789
406197585,"COMFORT DESTINY HOSPICE, INC.",550001599,Parent Facility,1241 S Glendale Ave,Glendale,91205,19,Los Angeles,Not Applicable,0,Open,2020-02-05,Home Health Agency/Hospice,Hospice,34.13063,-118.25247
406197588,"ANGELS HOSPICE SERVICES, INC.",550001661,Parent Facility,126 S Jackson St,Glendale,91205,19,Los Angeles,Not Applicable,0,Open,2011-06-24,Home Health Agency/Hospice,Hospice,34.145821,-118.2500614
406197600,CALIFORNIA HOSPICE CARE,550001740,Parent Facility,8001 Laurel Canyon Blvd,North Hollywood,91605,19,Los Angeles,Not Applicable,0,Open,2014-10-14,Home Health Agency/Hospice,Hospice,34.21615,-118.39656
406197601,ROZE ROOM HOSPICE OF SAN GABRIEL VALLEY,550001739,Parent Facility,55 E Huntington Dr,Arcadia,91006,19,Los Angeles,Not Applicable,0,Open,2011-09-28,Home Health Agency/Hospice,Hospice,34.1401,-118.02878
406197602,"TOTAL CARE HOME HEALTH CARE, INC",550001707,Parent Facility,178 S Victory Blvd,Burbank,91502,19,Los Angeles,Not Applicable,0,Open,2014-04-21,Home Health Agency/Hospice,Home Health Agency,34.17251,-118.31599
406197603,"SUNRISE HOME HEALTH CARE PROVIDER, INC",550001705,Parent Facility,2211 S Hacienda Blvd,Hacienda Heights,91745,19,Los Angeles,Not Applicable,0,Open,2011-09-16,Home Health Agency/Hospice,Home Health Agency,33.99443,-117.96875
406197604,"ACTIVE PLUS HOME HEALTH CARE, INC",550001706,Parent Facility,16600 Sherman Way,Van Nuys,91406,19,Los Angeles,Not Applicable,0,Open,2019-12-05,Home Health Agency/Hospice,Home Health Agency,34.20107,-118.49536
406197605,"UNIQUE HOSPICE AND PALLIATIVE CARE, INC",550001676,Parent Facility,690 W Foothill Blvd,Monrovia,91016,19,Los Angeles,Not Applicable,0,Open,2017-02-15,Home Health Agency/Hospice,Hospice,34.15119,-118.01293
406197607,"RIGHT CHOICE HOME HEALTH, INC",550001677,Parent Facility,435 Arden Ave,Glendale,91203,19,Los Angeles,Not Applicable,0,Open,2021-04-20,Home Health Agency/Hospice,Home Health Agency,34.15874,-118.26289
406197610,"DEVOTED NURSES HOME HEALTH CARE, INC",550001737,Parent Facility,5627 Sepulveda Blvd,Van Nuys,91411,19,Los Angeles,Not Applicable,0,Open,2011-09-15,Home Health Agency/Hospice,Home Health Agency,34.1727827,-118.4661685
406197611,RHODES CARE HOSPICE,550001738,Parent Facility,4032 Wilshire Blvd,Los Angeles,90010,19,Los Angeles,Not Applicable,0,Open,2015-11-15,Home Health Agency/Hospice,Hospice,34.06167,-118.31554
406197618,"I&V HOME HEALTH, INC",550001771,Parent Facility,336 N Central Ave,Glendale,91203,19,Los Angeles,Not Applicable,0,Open,2017-11-28,Home Health Agency/Hospice,Home Health Agency,34.15126,-118.25788
406197619,"PRIORITYCARE PROFESSIONAL HOME HEALTH, INC",550001770,Parent Facility,38733 9th St E,Palmdale,93550,19,Los Angeles,Not Applicable,0,Open,2011-11-01,Home Health Agency/Hospice,Home Health Agency,34.58669,-118.11446
406197620,ST. JOSEPH HOSPITIUM,550001772,Parent Facility,135 W Walnut St,Gardena,90248,19,Los Angeles,Not Applicable,0,Open,2013-12-30,Home Health Agency/Hospice,Hospice,33.8755298,-118.2763935
406197621,HELPING ANGELES HOSPICE,550001768,Parent Facility,3600 Wilshire Blvd,Los Angeles,90010,19,Los Angeles,Not Applicable,0,Open,2017-11-28,Home Health Agency/Hospice,Hospice,34.0617,-118.30361
406197628,"SPECTRUM HOSPICE, INC",550001688,Parent Facility,1925 W Glenoaks Blvd,Glendale,91201,19,Los Angeles,Not Applicable,0,Open,2011-08-05,Home Health Agency/Hospice,Hospice,34.1745813,-118.2942811
406197632,"ADVANCE SPECIALTY CARE, LLC",550001763,Parent Facility,3470 Wilshire Blvd,Los Angeles,90010,19,Los Angeles,Not Applicable,0,Open,2011-09-29,Home Health Agency/Hospice,Home Health Agency,34.06173,-118.29979
406197633,"STEWARD HOME HEALTH AGENCY, INC",550001708,Parent Facility,16446 Woodruff Ave,Bellflower,90706,19,Los Angeles,Not Applicable,0,Open,2015-05-05,Home Health Agency/Hospice,Home Health Agency,33.88392,-118.11731
406197634,"AFFINITY HEALTH CARE PROVIDERS, INC",550001691,Parent Facility,1551 Colorado Blvd,Los Angeles,90041,19,Los Angeles,Not Applicable,0,Open,2011-08-31,Home Health Agency/Hospice,Home Health Agency,34.13956,-118.1999
406197635,"SANTA HOME HEALTH CARE, INC",550001690,Parent Facility,8281 Melrose Ave,Los Angeles,90046,19,Los Angeles,Not Applicable,0,Open,2013-11-16,Home Health Agency/Hospice,Home Health Agency,34.08372,-118.36983
406197636,"EGEIA HOME HEALTH, INC",550001731,Parent Facility,1101 E Broadway,Glendale,91205,19,Los Angeles,Not Applicable,0,Open,2011-08-19,Home Health Agency/Hospice,Home Health Agency,34.14629,-118.24162
406197637,"PANACEA GROUP, INC",550001602,Parent Facility,3786 La Crescenta Ave,Glendale,91208,19,Los Angeles,Not Applicable,0,Open,2017-06-14,Home Health Agency/Hospice,Home Health Agency,34.2108,-118.23997
406197638,"SOTERIA HOME HEALTH AGENCY, INC",550001764,Parent Facility,959 N La Brea Ave,Inglewood,90302,19,Los Angeles,Not Applicable,0,Open,2011-10-18,Home Health Agency/Hospice,Home Health Agency,33.97595,-118.35766
406197640,"WISTERIA HOSPICE, INC",550001762,Parent Facility,4195 N Viking Way,Long Beach,90808,19,Los Angeles,Not Applicable,0,Open,2015-11-27,Home Health Agency/Hospice,Hospice,33.8334361,-118.1254478
406197641,"LIBERTY HOSPICE, INC",550001760,Parent Facility,1111 N Brand Blvd,Glendale,91202,19,Los Angeles,Not Applicable,0,Open,2011-09-26,Home Health Agency/Hospice,Hospice,34.16217,-118.25509
406197642,"PREMIUM HOSPICE, INC",550001761,Parent Facility,12241 Firestone Blvd,Norwalk,90650,19,Los Angeles,Not Applicable,0,Open,2011-10-05,Home Health Agency/Hospice,Hospice,33.9072399,-118.071546
406197643,ROZE ROOM HOSPICE OF SOUTH BAY,550001766,Parent Facility,4510 E Pacific Coast Hwy,Long Beach,90804,19,Los Angeles,Not Applicable,0,Open,2011-10-11,Home Health Agency/Hospice,Hospice,33.7879448,-118.1398405
406197644,HAVEN HEALTH,550001696,Parent Facility,2895 Temple Ave,Signal Hill,90755,19,Los Angeles,Not Applicable,0,Open,2014-06-09,Home Health Agency/Hospice,Hospice,33.80904,-118.15897
406197649,"24-7 QUALITY HOSPICE CARE, INC",550001834,Parent Facility,2659 Townsgate Rd,Westlake Village,91361,56,Ventura,Not Applicable,0,Open,2012-02-10,Home Health Agency/Hospice,Hospice,34.15625,-118.8286
406197650,FOUNTAIN HOSPICE,550001840,Parent Facility,2542 W 3rd St,Los Angeles,90057,19,Los Angeles,Not Applicable,0,Open,2011-12-30,Home Health Agency/Hospice,Hospice,34.0654756,-118.2777785
406197655,"TAPO HOSPICE CARE, LLC",550001433,Parent Facility,6740 Vesper Ave,Van Nuys,91405,19,Los Angeles,Not Applicable,0,Open,2014-03-01,Home Health Agency/Hospice,Hospice,34.19337,-118.45091
406197656,OAKHURST HOSPICE,550001852,Parent Facility,910 Hampshire Rd,Westlake Village,91361,56,Ventura,Not Applicable,0,Open,2016-05-12,Home Health Agency/Hospice,Hospice,34.15434,-118.83118
406197657,"HEART TO HEART CARE, INC.",550001689,Parent Facility,Gridley Rd,Cerritos,90703,19,Los Angeles,Not Applicable,0,Open,2015-06-10,Home Health Agency/Hospice,Hospice,33.86011,-118.09081
406197658,HIGH QUALITY HOSPICE CARE,550001759,Parent Facility,21707 Hawthorne Blvd,Torrance,90503,19,Los Angeles,Not Applicable,0,Open,2011-10-04,Home Health Agency/Hospice,Hospice,33.83073,-118.35262
406197659,GANDSE HOME HEALTH CARE INC,550001843,Parent Facility,26302 Western Ave,Lomita,90717,19,Los Angeles,Not Applicable,0,Open,2012-02-02,Home Health Agency/Hospice,Home Health Agency,33.78355,-118.30984
406197660,"SUPERIOR HOSPICE CARE, INC",550001873,Parent Facility,1241 S Glendale Ave,Glendale,91205,19,Los Angeles,Not Applicable,0,Open,2016-02-17,Home Health Agency/Hospice,Hospice,34.13063,-118.25247
406197678,TRINITYROSE HOME HEALTH CARE,550001911,Parent Facility,9350 Flair Dr,El Monte,91731,19,Los Angeles,Not Applicable,0,Open,2012-03-30,Home Health Agency/Hospice,Home Health Agency,34.07193,-118.06486
406197679,"AAA NURSING SERVICES, INC.",550001900,Parent Facility,22148 Sherman Way,Canoga Park,91303,19,Los Angeles,Not Applicable,0,Open,2015-03-29,Home Health Agency/Hospice,Home Health Agency,34.20094,-118.60982
406197680,"GEMS HOME HEALTH CARE SERVICES, INC.",550001898,Parent Facility,535 N Brand Blvd,Glendale,91203,19,Los Angeles,Not Applicable,0,Open,2017-06-21,Home Health Agency/Hospice,Home Health Agency,34.1543,-118.25513
406197681,"PRIMARY HOSPICE CARE, INC",550001937,Parent Facility,7127 Laurel Canyon Blvd,North Hollywood,91605,19,Los Angeles,Not Applicable,0,Open,2012-04-12,Home Health Agency/Hospice,Hospice,34.200465,-118.396863
406197682,"ALTA HOME HEALTH, INC.",550001936,Parent Facility,4605 Lankershim Blvd,North Hollywood,91602,19,Los Angeles,Not Applicable,0,Open,2019-08-29,Home Health Agency/Hospice,Home Health Agency,34.15405,-118.36832
406197683,"NOBLE HOME HEALTH, INC",550001935,Parent Facility,2609 W Wyoming Ave,Burbank,91505,19,Los Angeles,Not Applicable,0,Open,2012-04-06,Home Health Agency/Hospice,Home Health Agency,34.17852,-118.34014
406197684,FAITH IN ANGELS HOSPICE,550001933,Parent Facility,120 S Victory Blvd,Burbank,91502,19,Los Angeles,Not Applicable,0,Open,2017-02-14,Home Health Agency/Hospice,Hospice,34.17306,-118.31626
406197685,CALIFORNIA HOME HEALTH,550001931,Parent Facility,217 W Alameda Ave,Burbank,91502,19,Los Angeles,Not Applicable,0,Open,2017-02-02,Home Health Agency/Hospice,Home Health Agency,34.16871,-118.30595
406197687,"PROMED CARE HOME HEALTH, INC.",550001945,Parent Facility,6260 Laurel Canyon Blvd,North Hollywood,91606,19,Los Angeles,Not Applicable,0,Open,2012-05-23,Home Health Agency/Hospice,Home Health Agency,34.18464,-118.39651
406197688,"ANGEL'S SMILE HOSPICE, INC.",550001947,Parent Facility,1241 S Glendale Ave,Glendale,91205,19,Los Angeles,Not Applicable,0,Open,2017-02-14,Home Health Agency/Hospice,Hospice,34.13066,-118.25247
406197689,"DOCTOR'S PALLIATIVE CARE, INC.",550001938,Parent Facility,847 N Hollywood Way,Burbank,91505,19,Los Angeles,Not Applicable,0,Open,2017-03-04,Home Health Agency/Hospice,Hospice,34.16584,-118.34604
406197690,"WESTERN CARE HOSPICE, INC.",550001939,Parent Facility,14545 Victory Blvd,Van Nuys,91411,19,Los Angeles,Not Applicable,0,Open,2012-04-02,Home Health Agency/Hospice,Hospice,34.1867132,-118.4502955
406197691,USM HOSPICE,550001897,Parent Facility,16159 Cohasset St,Van Nuys,91406,19,Los Angeles,Not Applicable,0,Open,2020-04-03,Home Health Agency/Hospice,Hospice,34.20673,-118.48562
406197693,"KMD HOSPICE, INC.",550001909,Parent Facility,11631 Victory Blvd,North Hollywood,91606,19,Los Angeles,Not Applicable,0,Open,2014-03-30,Home Health Agency/Hospice,Hospice,34.1867,-118.3857
406197694,HOLLYWOOD HOSPICE,550001914,Parent Facility,4640 Lankershim Blvd,North Hollywood,91602,19,Los Angeles,Not Applicable,0,Open,2015-04-12,Home Health Agency/Hospice,Hospice,34.15504,-118.36861
406197695,ST. FRANCIS PALLIATIVE CARE,550001910,Parent Facility,700 N Brand Blvd,Glendale,91203,19,Los Angeles,Not Applicable,0,Open,2018-03-21,Home Health Agency/Hospice,Hospice,34.15708,-118.25494
406197697,"HOSPICE OF ST. JOHN, INC.",550001906,Parent Facility,530 S Glenoaks Blvd,Burbank,91502,19,Los Angeles,Not Applicable,0,Open,2014-03-30,Home Health Agency/Hospice,Hospice,34.17991,-118.30169
406197698,RELIANCE HOSPICE AND PALLIATIVE CARE,550001912,Parent Facility,19750 S Vermont Ave,Torrance,90502,19,Los Angeles,Not Applicable,0,Open,2017-05-01,Home Health Agency/Hospice,Hospice,33.85122,-118.29047
406197699,"PRIORITY HOSPICE CARE, INC.",550001907,Parent Facility,410 W Badillo St,Covina,91723,19,Los Angeles,Not Applicable,0,Open,2019-08-01,Home Health Agency/Hospice,Hospice,34.08628,-117.89711
406197703,"ADVANCED HEALTH CARE PROVIDERS, INC.",550001944,Parent Facility,17620 Sherman Way,Van Nuys,91406,19,Los Angeles,Not Applicable,0,Open,2012-04-20,Home Health Agency/Hospice,Home Health Agency,34.2010574,-118.5171421
406197704,"IN THE ARMS OF GRACE HOSPICE, INC.",550001986,Parent Facility,3111 Los Feliz Blvd,Los Angeles,90039,19,Los Angeles,Not Applicable,0,Open,2017-04-20,Home Health Agency/Hospice,Hospice,34.12433,-118.26696
406197705,"EVE HOSPICE, INC.",550001998,Parent Facility,16921 Parthenia St,Sepulveda,91343,19,Los Angeles,Not Applicable,0,Open,2016-06-19,Home Health Agency/Hospice,Hospice,34.22852,-118.50101
406197706,"VICTORIA ONE HOSPICE, INC.",550001995,Parent Facility,510 E Foothill Blvd,San Dimas,91773,19,Los Angeles,Not Applicable,0,Open,2012-06-18,Home Health Agency/Hospice,Hospice,34.12306,-117.79796
406197708,HOLY FAMILY HOSPICE,550001992,Parent Facility,7250 Beverly Blvd,Los Angeles,90036,19,Los Angeles,Not Applicable,0,Open,2013-05-13,Home Health Agency/Hospice,Hospice,34.07614,-118.34763
406197709,"ACE HOSPICE CARE, INC.",550001996,Parent Facility,1055 E Colorado Blvd,Pasadena,91106,19,Los Angeles,Not Applicable,0,Open,2014-10-24,Home Health Agency/Hospice,Hospice,34.1270758,-118.2190656
406197710,CAREMAX HOSPICE,550001991,Parent Facility,1100 E Broadway,Glendale,91205,19,Los Angeles,Not Applicable,0,Open,2014-12-29,Home Health Agency/Hospice,Hospice,34.14623,-118.24171
406197711,"YOUR CHOICE HOSPICE, INC.",550001997,Parent Facility,11436 Vanowen St,North Hollywood,91605,19,Los Angeles,Not Applicable,0,Open,2014-08-05,Home Health Agency/Hospice,Hospice,34.19387,-118.3804
406197712,"MED STAR HOSPICE CARE, INC.",550002004,Parent Facility,1801 S Myrtle Ave,Monrovia,91016,19,Los Angeles,Not Applicable,0,Open,2012-06-29,Home Health Agency/Hospice,Hospice,34.1318815,-118.0009132
406197713,GOLDEN YEARS HOSPICE,550002005,Parent Facility,34 E Live Oak Ave,Arcadia,91006,19,Los Angeles,Not Applicable,0,Open,2017-12-28,Home Health Agency/Hospice,Hospice,34.10743,-118.02914
406197715,"A MIRACLE HOSPICE, INC.",550001899,Parent Facility,14402 Haynes St,Van Nuys,91401,19,Los Angeles,Not Applicable,0,Open,2012-03-30,Home Health Agency/Hospice,Hospice,34.18965,-118.44671
406197716,SENIORS HOSPICE,550001976,Parent Facility,14621 Titus St,Panorama City,91402,19,Los Angeles,Not Applicable,0,Open,2012-04-13,Home Health Agency/Hospice,Hospice,34.21974,-118.45179
406197717,CALIFORNIA HOSPICE CORP.,550001932,Parent Facility,905 S Lake St,Burbank,91502,19,Los Angeles,Not Applicable,0,Open,2012-04-24,Home Health Agency/Hospice,Hospice,34.1695631,-118.3061791
406197718,ASCENSION HOSPICE CARE,550001934,Parent Facility,130 Cook Ave,Pasadena,91107,19,Los Angeles,Not Applicable,0,Open,2019-06-19,Home Health Agency/Hospice,Hospice,34.14846,-118.09922
406197719,SENIOR HOSPICE CARE INC.,550001913,Parent Facility,359 E Magnolia Blvd,Burbank,91501,19,Los Angeles,Not Applicable,0,Open,2012-04-03,Home Health Agency/Hospice,Hospice,34.18486,-118.30983
406197728,WESTSIDE HOSPICE COMFORT CARE INCORPORATION,550002090,Parent Facility,9555 W Pico Blvd,Los Angeles,90035,19,Los Angeles,Not Applicable,0,Open,2012-10-10,Home Health Agency/Hospice,Hospice,34.0553132,-118.3970106
406197729,"MISSION OF MERCY HOSPICE, INC.",550002087,Parent Facility,4160 Verdugo Rd,Los Angeles,90065,19,Los Angeles,Not Applicable,0,Open,2012-10-04,Home Health Agency/Hospice,Hospice,34.1267464,-118.232039
406197730,CB HOMECARE HOSPICE,550002000,Parent Facility,512 E Wilson Ave,Glendale,91206,19,Los Angeles,Not Applicable,0,Open,2012-05-17,Home Health Agency/Hospice,Hospice,34.14811,-118.24943
406197731,LA BEST HOME HEALTH INC,550002072,Parent Facility,1101 E Broadway,Glendale,91205,19,Los Angeles,Not Applicable,0,Open,2012-09-27,Home Health Agency/Hospice,Home Health Agency,34.14655,-118.241461
406197733,"ADULT CARE HOME HEALTH AGENCY, INC.",550002001,Parent Facility,1007 S Central Ave,Glendale,91204,19,Los Angeles,Not Applicable,0,Open,2016-08-29,Home Health Agency/Hospice,Home Health Agency,34.13447,-118.2579
406197735,OMEGA HOME HEALTH CARE SERVICES,550001956,Parent Facility,2049 Pacific Coast Hwy,Lomita,90717,19,Los Angeles,Not Applicable,0,Open,2012-05-31,Home Health Agency/Hospice,Home Health Agency,33.7895636,-118.3159188
406197747,RELIEF HOSPICE,550002153,Parent Facility,8081 Stanton Ave,Buena Park,90620,30,Orange,Not Applicable,0,Open,2012-11-26,Home Health Agency/Hospice,Hospice,33.84559,-117.99373
406197748,"PREMIER HEALTHCARE SERVICES, LLC",550002065,Parent Facility,1730 W Cameron Ave,West Covina,91790,19,Los Angeles,Not Applicable,0,Open,2012-09-26,Home Health Agency/Hospice,Home Health Agency,34.069739,-117.944727
406197749,UNITY HOSPICE,550002105,Parent Facility,149 Pasadena Ave,South Pasadena,91030,19,Los Angeles,Not Applicable,0,Open,2018-06-22,Home Health Agency/Hospice,Hospice,34.11187,-118.17345
406197751,"RELYABLE HOSPICE CARE, INC",550002080,Parent Facility,8055 Foothill Blvd,Sunland,91040,19,Los Angeles,Not Applicable,0,Open,2012-09-26,Home Health Agency/Hospice,Hospice,34.2596842,-118.3088861
406197753,"CONSOLE HOSPICE, INC.",550002082,Parent Facility,14640 Victory Blvd,Van Nuys,91411,19,Los Angeles,Not Applicable,0,Open,2012-09-24,Home Health Agency/Hospice,Hospice,34.1866323,-118.452229
406197754,"GUARDIAN ANGEL HOME HEALTH, INC.",550002078,Parent Facility,717 S Victory Blvd,Burbank,91502,19,Los Angeles,Not Applicable,0,Open,2016-08-15,Home Health Agency/Hospice,Home Health Agency,34.16822,-118.310441
406197756,"AMENITY HEALTH SERVICES, INC.",550002068,Parent Facility,12722 Riverside Dr,Valley Village,91607,19,Los Angeles,Not Applicable,0,Open,2012-09-21,Home Health Agency/Hospice,Home Health Agency,34.1575842,-118.4102936
406197757,"ALTA CARE HOSPICE, INC.",550002069,Parent Facility,7100 Hayvenhurst Ave,Van Nuys,91406,19,Los Angeles,Not Applicable,0,Open,2020-11-26,Home Health Agency/Hospice,Hospice,34.19917,-118.49222
406197759,"COMPREHENSIVE HOSPICE CARE, INC.",550002063,Parent Facility,3440 Wilshire Blvd,Los Angeles,90010,19,Los Angeles,Not Applicable,0,Open,2019-09-23,Home Health Agency/Hospice,Hospice,34.06158,-118.29919
406197761,"TRANQUILITY HOSPICE, INC.",550002104,Parent Facility,12631 Imperial Hwy,Santa Fe Springs,90670,19,Los Angeles,Not Applicable,0,Open,2020-11-10,Home Health Agency/Hospice,Hospice,33.9177,-118.06274
406197762,"GATES TO PARADISE HOSPICE CARE, INC.",550002102,Parent Facility,7100 Hayvenhurst Ave,Van Nuys,91406,19,Los Angeles,Not Applicable,0,Open,2019-04-26,Home Health Agency/Hospice,Hospice,34.19917,-118.49222
406197764,"A&C HEALTHCARE, INC.",550002034,Parent Facility,20465 Valley Blvd,Industry,91789,19,Los Angeles,Not Applicable,0,Open,2012-08-27,Home Health Agency/Hospice,Home Health Agency,34.0110756,-117.8570487
406197765,MEDLINE HOSPICE CARE INC,550002099,Parent Facility,204 E Chevy Chase Dr,Glendale,91205,19,Los Angeles,Not Applicable,0,Open,2019-09-26,Home Health Agency/Hospice,Hospice,34.13349,-118.25341
406197767,"MAXIMUM CARE HOSPICE, INC.",550002106,Parent Facility,5301 Laurel Canyon Blvd,Valley Village,91607,19,Los Angeles,Not Applicable,0,Open,2012-10-05,Home Health Agency/Hospice,Hospice,34.16681,-118.39655
406197769,"HOLY CROSS HOSPICE, INC.",550002036,Parent Facility,28 N Oak Ave,Pasadena,91107,19,Los Angeles,Not Applicable,0,Open,2014-11-14,Home Health Agency/Hospice,Hospice,34.14658,-118.10755
406197770,"KNA HOME HEALTH, INC",550002098,Parent Facility,6611 Valjean Ave,Van Nuys,91406,19,Los Angeles,Not Applicable,0,Open,2020-09-25,Home Health Agency/Hospice,Home Health Agency,34.19072,-118.48669
406197771,"URGENT HOSPICE CARE, INC.",550002097,Parent Facility,224 E Olive Ave,Burbank,91502,19,Los Angeles,Not Applicable,0,Open,2012-10-10,Home Health Agency/Hospice,Hospice,34.1811464,-118.3083734
406197772,"WEST COAST HOME HEALTH MANAGEMENT, INC.",550002096,Parent Facility,13746 Victory Blvd,Van Nuys,91401,19,Los Angeles,Not Applicable,0,Open,2012-10-01,Home Health Agency/Hospice,Home Health Agency,34.18614,-118.432761
406197774,"VALLEY CARE HOSPICE, INC.",550002101,Parent Facility,13746 Victory Blvd,Van Nuys,91401,19,Los Angeles,Not Applicable,0,Open,2012-10-01,Home Health Agency/Hospice,Hospice,34.1866412,-118.4327587
406197775,"LEGEND HOME HEALTH, INC.",550002040,Parent Facility,3510 Torrance Blvd,Torrance,90503,19,Los Angeles,Not Applicable,0,Open,2015-05-26,Home Health Agency/Hospice,Home Health Agency,33.83756,-118.34757
406197776,BRIGHTSTAR CARE OF SANTA MONICA / MARINA DEL REY,550002019,Parent Facility,4333 Admiralty Way,Marina del Rey,90292,19,Los Angeles,Not Applicable,0,Open,2017-05-23,Home Health Agency/Hospice,Home Health Agency,33.98527,-118.45316
406197783,PARAMOUNT HOSPICE,550002131,Parent Facility,3074 W Temple Ave,Pomona,91766,19,Los Angeles,Not Applicable,0,Open,2017-12-28,Home Health Agency/Hospice,Hospice,34.04186,-117.7992
406197787,"AMERICAN HOSPICE, INC.",550002211,Parent Facility,4032 Wilshire Blvd,Los Angeles,90010,19,Los Angeles,Not Applicable,0,Open,2019-06-17,Home Health Agency/Hospice,Hospice,34.06167,-118.3154
406197788,"HELPING HANDS AT HOME, INC",550001782,Parent Facility,6710 Kester Ave,Van Nuys,91405,19,Los Angeles,Not Applicable,0,Open,2011-11-02,Home Health Agency/Hospice,Hospice,34.192726,-118.45709
406197789,"NUR HOME HEALTH CARE, INC.",550002043,Parent Facility,1905 Victory Blvd,Glendale,91201,19,Los Angeles,Not Applicable,0,Open,2013-02-09,Home Health Agency/Hospice,Home Health Agency,34.16418,-118.30435
406197790,"COMPLETE FAITH PALLIATIVE HOSPICE CARE, INC",550001475,Parent Facility,14311 Valley View Ave,Santa Fe Springs,90670,19,Los Angeles,Not Applicable,0,Open,2014-12-10,Home Health Agency/Hospice,Hospice,33.90196,-118.02929
406197795,"GREAT CHOICE HOSPICE, INC.",550002209,Parent Facility,14547 Titus St,Panorama City,91402,19,Los Angeles,Not Applicable,0,Open,2019-05-29,Home Health Agency/Hospice,Hospice,34.21974,-118.45017
406197798,"DEDICATED HOSPICE CARE, INC.",550002177,Parent Facility,14542 Ventura Blvd,Sherman Oaks,91403,19,Los Angeles,Not Applicable,0,Open,2012-12-03,Home Health Agency/Hospice,Hospice,34.15113,-118.45016
406197799,LONG TERM HEALTH CARE,550002179,Parent Facility,3201 N Glenoaks Blvd,Burbank,91504,19,Los Angeles,Not Applicable,0,Open,2012-11-26,Home Health Agency/Hospice,Hospice,34.2051662,-118.3392346
406197800,"GOLDEN OAKS HOSPICE, INC",550002182,Parent Facility,21021 Devonshire St,Chatsworth,91311,19,Los Angeles,Not Applicable,0,Open,2012-12-27,Home Health Agency/Hospice,Hospice,34.25728,-118.59168
406197801,"LA ARC HOSPICE, INC",550002180,Parent Facility,5652 Vineland Ave,North Hollywood,91601,19,Los Angeles,Not Applicable,0,Open,2016-11-26,Home Health Agency/Hospice,Hospice,34.17377,-118.37025
406197802,"CERTIFIED HOSPICE CARE, INC.",550002181,Parent Facility,4532 Rinetti Ln,La Canada Flintridge,91011,19,Los Angeles,Not Applicable,0,Open,2017-01-04,Home Health Agency/Hospice,Hospice,34.20189,-118.19194
406197803,"BLUE SKY HOSPICE, INC.",550002186,Parent Facility,16935 Vanowen St,Van Nuys,91406,19,Los Angeles,Not Applicable,0,Open,2012-12-27,Home Health Agency/Hospice,Hospice,34.1939015,-118.5019398
406197804,"COMMUNITY PROFESSIONAL HOSPICE CARE, LLC",550002187,Parent Facility,1807 W Glenoaks Blvd,Glendale,91201,19,Los Angeles,Not Applicable,0,Open,2019-10-21,Home Health Agency/Hospice,Hospice,34.17282,-118.29183
406197805,CARE CONNECTION HOSPICE,550002202,Parent Facility,805 E Broadway,Glendale,91205,19,Los Angeles,Not Applicable,0,Open,2015-01-19,Home Health Agency/Hospice,Hospice,34.14632,-118.24528
406197806,ALDEN HOSPICE,550002204,Parent Facility,1061 W Ave M14,Palmdale,93551,19,Los Angeles,Not Applicable,0,Open,2012-12-26,Home Health Agency/Hospice,Hospice,34.633406,-118.1499
406197807,TRANQUIL OAKS HOSPICE CARE,550002220,Parent Facility,11627 Telegraph Rd,Santa Fe Springs,90670,19,Los Angeles,Not Applicable,0,Open,2016-10-03,Home Health Agency/Hospice,Hospice,33.94701,-118.08497
406197808,ACCURATE HOSPICE INC.,550002227,Parent Facility,3925 Rosemead Blvd,Rosemead,91770,19,Los Angeles,Not Applicable,0,Open,2013-02-25,Home Health Agency/Hospice,Hospice,34.0792892,-118.0732637
406197809,"VISITING NURSES HOSPICE, INC",550002226,Parent Facility,539 N Glenoaks Blvd,Burbank,91502,19,Los Angeles,Not Applicable,0,Open,2015-02-27,Home Health Agency/Hospice,Hospice,34.18644,-118.31072
406197810,ARCADIA HOSPICE PROVIDER INC,550002221,Parent Facility,3452 E Foothill Blvd,Pasadena,91107,19,Los Angeles,Not Applicable,0,Open,2015-05-15,Home Health Agency/Hospice,Hospice,34.1501,-118.0788
